id,age,marital_status,sex,number_of_kids,occupation,education_level,house_tenure,income_past12months,avg_credit_card_spending_semi_annual
R08365,24,5,2,0,2,15,4,18093.82,5320.42
R08366,45,1,2,1,2,12,1,95300.54,27606.56
R08367,42,1,2,2,2,16,1,114655.65,29766.15
R08368,46,1,2,2,2,16,2,150318.03,17311.84
R08369,34,1,2,1,2,16,4,153040.19,34987.26
R08370,48,1,1,1,2,15,1,60508.79,10018.23
R08371,58,3,2,4,2,13,5,81714.3,19262.34
R08372,56,5,1,0,2,15,2,58088.6,13166.63
R08373,33,1,2,1,2,16,4,91298.19,13115.2
R08374,50,3,1,1,2,13,2,7052.29,3217.05
R08375,68,2,2,0,2,15,1,77352.62,11329.72
R08376,63,5,2,0,2,16,1,33652.91,6268.58
R08377,61,3,2,0,2,15,1,61030.89,12589
R08378,61,1,2,0,2,15,2,205239.76,29897.43
R08379,42,3,2,2,2,12,1,45330.25,13185.84
R08380,59,1,1,0,2,16,2,177211.62,19001.47
R08381,54,1,1,0,2,16,1,97426.43,11315.03
R08382,59,1,1,0,2,15,1,71226.58,16372.89
R08383,54,1,2,0,2,15,1,121801.95,14369.42
R08384,50,1,2,0,2,14,2,45794.8,4216.26
R08385,65,4,2,0,2,16,4,26567.73,9810.54
R08386,50,5,2,0,2,16,4,56452.7,6673
R08387,56,1,2,0,2,15,1,46518.15,5365.97
R08388,51,5,2,0,2,16,1,45566.22,6318.27
R08389,55,3,2,0,2,15,4,80475.3,5586.11
R08390,26,1,1,0,2,16,1,42977.71,4564.91
R08391,39,3,2,1,2,13,4,34421.42,5405.11
R08392,49,5,1,0,2,16,1,79078.15,9082.81
R08393,60,5,1,0,2,16,2,12252.18,2081.26
R08394,49,4,1,0,2,16,4,185450.66,14742.49
R08395,43,3,1,0,2,15,4,10420.66,4485.93
R08396,28,1,2,1,2,15,1,75050.04,4221.13
R08397,25,1,2,1,2,11,4,23343.65,1627.98
R08398,56,1,2,0,2,15,2,296002.1,7449.56
R08399,53,1,2,0,2,15,2,294367.75,9919.61
R08400,52,3,2,2,2,15,4,40618.19,5027.27
R08401,24,5,2,0,2,15,4,41241.32,4086.41
R08402,63,1,1,0,2,16,2,78435.06,8171.1
R08403,50,1,2,2,2,15,2,88704.53,6627.87
R08404,42,1,2,2,2,15,1,78282.44,7757.75
R08405,32,5,2,0,2,16,4,60335.08,2963.35
R08406,41,5,2,0,2,16,4,65471.23,4301.01
R08407,59,5,1,0,2,16,4,5144.44,1599.15
R08408,46,4,1,0,2,16,1,82213.21,9146.76
R08409,34,3,2,1,2,16,4,65099.08,2824.29
R08410,42,1,2,0,2,16,1,103114.76,4019.91
R08411,31,5,2,0,2,16,4,51616.27,2498.03
R08412,19,5,1,0,2,13,6,12904.84,201.16
R08413,61,1,2,0,2,15,1,95106.45,5699.2
R08414,36,1,2,0,2,14,2,75160.98,3033.46
R08415,48,1,2,0,2,16,2,131225.36,12380.77
R08416,27,1,2,1,2,15,1,81906.95,3118.15
R08417,49,3,1,2,2,16,4,42119.07,3196.6
R08418,32,5,2,0,2,15,1,43599.67,3530.86
R08419,71,3,1,0,2,16,2,51987.14,10739.84
R08420,37,5,2,0,2,16,1,48032.41,8959.21
R08421,54,1,1,0,2,16,2,250866.24,32375.33
R08422,51,1,2,1,2,16,4,52997.79,13786.8
R08423,58,1,2,1,2,16,1,90435.87,18282.93
R08424,25,5,1,0,2,15,4,12036.07,12643.98
R08425,40,1,2,3,2,16,1,9273.45,11780.16
R08426,27,5,2,0,2,15,4,44623.94,9152.5
R08427,56,2,2,0,2,16,2,68482.99,11232.42
R08428,34,5,2,0,2,16,4,46757.12,8021.51
R08429,37,1,2,0,2,16,2,90228.94,11905.63
R08430,32,1,1,1,2,15,4,72876.11,11058.38
R08431,27,5,1,0,2,16,4,47729.16,13102.49
R08432,27,5,2,0,2,16,4,145094.83,14669.36
R08433,66,1,2,0,2,12,2,35415.01,4369.85
R08434,30,3,2,1,2,14,4,113259.6,9991.87
R08435,40,1,2,2,2,16,1,154280.28,31658.58
R08436,36,1,2,3,2,16,2,87186.58,9317.15
R08437,26,1,2,1,2,15,4,52185.13,8851.14
R08438,57,1,2,1,2,15,1,50323.72,11114.07
R08439,33,1,2,2,2,15,1,109347.92,9590.69
R08440,70,2,2,0,2,15,4,61015.75,6682.95
R08441,59,1,2,0,2,12,2,46434.69,6417.03
R08442,52,5,2,0,2,16,4,54238.69,6115.26
R08443,45,3,2,3,2,16,1,100004.42,13015.52
R08444,45,1,2,2,2,15,1,184019.78,46364.74
R08445,28,5,2,0,2,16,4,68325.79,6284.4
R08446,39,1,2,1,2,14,1,153437.65,10257.36
R08447,29,1,2,2,2,15,1,82677.48,11487.39
R08448,29,4,2,2,2,15,4,50091.34,11295.65
R08449,58,1,2,0,2,15,4,22181.6,3994.14
R08450,50,5,2,0,2,16,1,111876.08,10298.67
R08451,41,1,2,2,2,16,1,137414.54,19314.96
R08452,33,1,1,0,2,16,1,105127.46,8799.74
R08453,22,5,1,0,2,13,4,3232.48,4066.4
R08454,24,5,2,0,2,15,4,9878.76,2022.87
R08455,26,1,2,0,2,15,4,52135.38,5103.71
R08456,25,5,1,0,2,15,4,62467.77,3157.74
R08457,36,1,1,2,2,14,1,54037.11,2996.91
R08458,43,3,2,1,2,16,1,80170.29,5393
R08459,53,1,2,0,2,16,1,175517.62,19472.21
R08460,51,3,2,0,2,14,4,19169.83,2163.99
R08461,50,1,1,2,2,16,1,128631.28,5013.96
R08462,64,1,1,0,2,13,2,62927.43,3831.33
R08463,48,5,2,0,2,16,1,64662.64,4009.78
R08464,42,1,1,0,2,16,1,175322.16,9446.24
R08465,70,1,1,0,2,16,2,159270.1,7933.39
R08466,56,1,2,2,2,16,5,99135.03,5978.62
R08467,56,1,2,0,2,15,2,87860.91,3840.51
R08468,52,1,2,2,2,16,1,167325.91,8573.31
R08469,39,5,2,0,2,16,1,67869.66,5615.15
R08470,51,3,1,0,2,16,4,28624.7,4593.06
R08471,52,1,2,0,2,15,1,81379.65,25837.06
R08472,56,1,2,0,2,15,2,76537.72,3600.53
R08473,60,3,2,0,2,15,1,72134.55,4918.56
R08474,58,1,2,0,2,16,1,233205.7,7065.68
R08475,54,3,2,0,2,16,4,45302.88,6535.52
R08476,38,1,1,1,2,16,1,177928.12,7223.3
R08477,46,1,2,2,2,14,2,52355.2,1661.09
R08478,61,1,2,0,2,15,1,140056.47,6539.24
R08479,48,1,1,2,2,16,1,170080.28,20547.8
R08480,57,1,1,0,2,16,1,185122.67,20328.11
R08481,44,1,2,2,2,16,1,109805.45,19294.16
R08482,50,3,2,1,2,15,1,9277.84,6423.49
R08483,30,5,1,0,2,11,4,41785.05,6456.55
R08484,28,5,2,0,2,16,1,93245.31,7075.46
R08485,29,5,2,0,2,13,4,72761.02,7859.21
R08486,25,5,2,0,2,15,4,55472.15,9732.13
R08487,43,1,1,2,2,16,4,143563.08,19372.89
R08488,36,1,1,2,2,16,1,193423.8,7642.73
R08489,44,1,2,2,2,16,1,101043.1,13819.3
R08490,24,5,1,0,2,13,4,9385.69,4790.27
R08491,57,1,2,2,2,12,1,90686.2,12352.5
R08492,34,1,2,1,2,16,1,284689.33,28095.69
R08493,36,1,2,2,2,15,1,151552.93,13794.49
R08494,41,1,2,2,2,15,1,84859.88,8819.92
R08495,32,5,2,1,2,13,4,46410.79,6377.43
R08496,66,1,1,0,2,14,1,136614.83,16454.31
R08497,47,1,2,1,2,16,2,58480.79,6761.56
R08498,52,3,2,0,2,15,2,56126.34,3587.89
R08499,60,1,2,0,2,16,2,60099.38,4697.01
R08500,61,1,2,0,2,16,1,246413.77,7820.88
R08501,32,1,1,2,2,16,1,194299.18,25668.56
R08502,54,5,1,0,2,15,1,56367.92,9464.44
R08503,26,5,2,0,2,15,4,52934.09,14352.57
R08504,30,5,1,0,2,14,4,24290.43,16356.91
R08505,28,5,2,1,2,16,1,132735.42,21894.68
R08506,36,1,1,0,2,14,1,60254.53,8255.7
R08507,53,1,2,2,2,12,1,55429.57,31332.63
R08508,54,1,2,1,2,16,4,65421.68,13090.02
R08509,27,5,1,0,2,15,4,48192.01,7215.84
R08510,53,1,1,0,2,15,1,298311.61,22792.58
R08511,28,5,2,0,2,16,4,45046.08,9936.02
R08512,32,5,2,0,2,15,1,25143.26,8086.14
R08513,57,1,2,1,2,15,1,148411.6,14414.59
R08514,50,1,1,1,2,13,1,71471.72,11933.9
R08515,50,3,2,0,2,13,1,75420.82,26822.9
R08516,59,1,2,0,2,16,1,296160.04,19748.04
R08517,31,5,2,0,2,15,4,34537.28,6235.17
R08518,26,1,2,0,2,15,2,43587.79,5744.56
R08519,37,5,1,0,2,16,1,140533.55,18926.68
R08520,68,1,1,0,2,16,1,246909.18,72471.24
R08521,48,1,2,2,2,15,1,110262.5,14296.92
R08522,54,1,2,1,2,16,1,194669.35,25476.2
R08523,33,5,2,1,2,16,4,57556.96,9845.68
R08524,30,1,2,2,2,16,4,103046.12,13410.81
R08525,56,1,1,0,2,16,2,148886.59,10351.65
R08526,37,1,2,2,2,15,1,116363.83,10695.18
R08527,38,1,2,4,2,15,4,102246.73,6422.66
R08528,48,1,1,1,2,15,1,123042.18,15341.86
R08529,54,5,1,0,2,15,4,25934.6,10404.92
R08530,54,1,1,0,2,15,2,72470.88,8995.2
R08531,42,1,2,2,2,16,1,296567.39,15596.04
R08532,53,1,2,0,2,12,2,86850.6,7654.75
R08533,71,3,2,0,2,16,4,28051.51,5111.62
R08534,36,1,2,5,2,14,4,42917.42,6969.85
R08535,32,5,2,0,2,16,1,59627.16,9516.89
R08536,33,4,2,1,2,12,4,3574.98,1548.13
R08537,26,1,2,1,2,13,4,18752.18,6047.08
R08538,25,5,1,0,2,15,4,43576.17,12531.79
R08539,30,5,2,2,2,16,4,41975.64,25975.4
R08540,58,4,2,1,2,15,1,19415.48,4663.99
R08541,52,1,2,0,2,16,1,178081.92,11652.68
R08542,30,1,2,0,2,13,4,24722.86,9595.09
R08543,26,5,2,0,2,16,4,14456.93,2507.35
R08544,38,3,2,2,2,16,1,88038.57,10843.38
R08545,28,5,2,0,2,15,4,56283.7,6280.5
R08546,37,1,2,0,2,16,4,85041.42,13555.35
R08547,45,1,2,2,2,15,1,241531.35,13659.48
R08548,76,3,2,0,2,16,1,85985.16,6283.73
R08549,61,1,2,0,2,16,1,141024.65,11252.83
R08550,32,5,2,0,2,15,4,31281.15,2006.64
R08551,38,1,1,5,2,16,1,72867.06,5522.33
R08552,52,2,2,0,2,16,4,80150.66,6017.12
R08553,38,1,1,3,2,16,1,222279.05,10025.3
R08554,42,1,1,1,2,15,4,54357.49,13832.93
R08555,47,3,2,1,2,16,4,80541.06,7393.47
R08556,58,1,2,0,2,15,1,194275.16,6361.11
R08557,33,2,2,1,2,15,4,55259.13,3706.01
R08558,68,5,2,0,2,13,5,2712.2,645.94
R08559,37,1,1,2,2,16,1,146259.89,6907.14
R08560,24,5,1,0,2,12,4,83105.11,5188.94
R08561,42,5,1,0,2,16,1,67358.32,1846.9
R08562,51,1,2,1,2,16,1,66181.13,4250.24
R08563,72,1,2,0,2,12,2,66694.75,2422.69
R08564,38,3,2,2,2,16,1,21609.65,4425.08
R08565,25,5,2,0,2,15,4,125320.3,6429.13
R08566,32,1,2,2,2,16,1,108130.3,20098.01
R08567,32,1,2,0,2,16,4,56456.09,9625.49
R08568,55,1,2,0,2,12,2,17192.73,4789.15
R08569,52,4,2,1,2,16,1,60431.51,13807.32
R08570,35,5,2,0,2,16,4,70603.92,10828.39
R08571,38,3,2,2,2,15,4,80032.92,4690.59
R08572,50,1,2,2,2,15,1,70451.18,13191.26
R08573,35,5,2,0,2,16,1,81407.69,8739.15
R08574,45,5,2,0,2,14,4,45398.07,12054.99
R08575,59,1,2,0,2,16,1,135208.29,13107.31
R08576,25,5,2,0,2,15,4,26433.77,5191.44
R08577,32,5,1,0,2,16,4,65123.78,4865.22
R08578,79,2,2,1,2,12,2,55398.99,22695.56
R08579,51,3,2,0,2,15,2,39309.22,5110.71
R08580,40,1,2,2,2,13,1,135814.65,4225.43
R08581,40,5,2,0,2,16,1,81818.16,11223.7
R08582,62,3,2,0,2,16,1,90452.38,14824.6
R08583,34,5,1,0,2,16,4,5995.5,8972.9
R08584,21,5,2,0,2,13,4,36013.28,10459.26
R08585,39,1,2,3,2,15,1,259529.89,68334.52
R08586,59,5,2,0,2,15,1,55097.9,8183.58
R08587,30,1,2,1,2,16,1,78349.28,15254.85
R08588,36,1,2,1,2,16,1,150148.19,9064
R08589,37,1,2,2,2,15,1,106739.9,15047.7
R08590,42,1,2,2,2,16,1,125812.19,22443.83
R08591,50,3,2,0,2,15,2,76462.24,13835.28
R08592,56,1,2,0,2,15,1,42896.51,11225.95
R08593,56,1,2,1,2,16,2,92075.55,59897.58
R08594,60,4,2,0,2,16,2,88576.44,13585.41
R08595,48,1,1,3,2,16,1,155269.85,22220.45
R08596,35,1,1,2,2,16,1,97732.36,21842.95
R08597,22,5,1,0,2,13,4,3038.19,2340.65
R08598,37,1,2,2,2,16,1,169075.23,17400.84
R08599,32,5,2,3,2,13,4,12945.07,4148.84
R08600,38,1,1,1,2,13,5,40817.08,6188.86
R08601,53,5,2,1,2,15,4,59509.46,7314.71
R08602,62,5,2,0,2,13,4,45866.99,5251.13
R08603,24,5,2,0,2,15,4,36466.42,3645.29
R08604,46,1,2,3,2,15,4,245370.31,21370.06
R08605,51,1,2,1,2,16,2,123939.11,7571.23
R08606,59,1,2,0,2,15,2,81504.8,22534.36
R08607,26,1,2,0,2,15,4,91214.27,8075.89
R08608,39,3,2,3,2,15,4,33153.44,18179.27
R08609,50,1,2,0,2,15,1,294513.91,39964.21
R08610,56,1,1,0,2,13,4,62196.72,6771.21
R08611,37,1,2,3,2,13,5,113389.58,10576.97
R08612,37,4,2,2,2,16,1,66247.96,6936.27
R08613,49,1,1,0,2,16,1,269097.56,12390.7
R08614,33,1,2,3,2,14,1,59076.21,10651.59
R08615,50,1,2,2,2,16,1,110070.85,9037.67
R08616,56,1,2,0,2,15,1,149818.13,14446.75
R08617,56,3,2,0,2,16,1,42126.08,5273.76
R08618,44,1,2,1,2,13,4,16980.36,3764.3
R08619,56,1,2,1,2,16,2,26812.78,37409.18
R08620,60,1,1,0,2,16,2,175658.96,26077.61
R08621,72,3,2,0,2,16,1,25111.83,8599.27
R08622,59,1,2,0,2,16,1,51122.22,12126.19
R08623,19,5,1,0,2,12,4,4501.3,2381.63
R08624,45,1,2,1,2,15,1,136150.75,6418.73
R08625,36,1,1,2,2,15,1,94398.68,6186.13
R08626,24,5,1,0,2,15,4,7254.01,747.55
R08627,36,1,2,1,2,15,2,112169.13,4053.7
R08628,28,5,2,0,2,16,4,39237.35,4201.03
R08629,38,1,2,3,2,10,1,101314.56,6422.7
R08630,50,1,2,0,2,16,4,116426.25,6487.27
R08631,25,5,2,0,2,14,4,28423.9,1630.81
R08632,34,1,2,2,2,16,4,106122.61,5715.59
R08633,34,1,1,4,2,15,4,127191.36,9001.35
R08634,27,5,1,0,2,16,4,21215.26,32382.21
R08635,65,3,2,0,2,16,2,105415.31,2602
R08636,50,1,2,2,2,16,1,57480.48,16979.56
R08637,70,1,1,0,2,16,2,100418.68,17561.17
R08638,38,5,1,0,2,16,4,84111.42,3368.41
R08639,46,4,2,4,2,16,4,50105.09,5506.92
R08640,27,5,2,0,2,15,4,89715.15,16129.05
R08641,38,1,2,1,2,15,4,81223.56,11149.1
R08642,52,1,2,1,2,16,1,73085.15,14026.7
R08643,28,5,2,0,2,16,4,35235.22,5666.43
R08644,53,1,2,0,2,15,1,72954.58,7703.11
R08645,33,1,2,2,2,15,1,95498.89,5210.72
R08646,64,1,2,0,2,15,1,64755.8,3001.08
R08647,52,3,2,0,2,16,4,58136.97,5019.58
R08648,55,3,2,0,2,15,1,62826.92,11988.4
R08649,25,5,1,0,2,15,4,30532.31,9097.15
R08650,39,3,2,1,2,16,4,73380.33,17470.34
R08651,19,5,2,0,2,12,4,25263.02,5720.75
R08652,21,5,2,0,2,14,4,56884.78,11814.35
R08653,34,5,1,2,2,13,1,189844.64,27885.59
R08654,42,5,2,0,2,13,4,50248,13754.57
R08655,47,1,2,3,2,15,1,110146,36888.25
R08656,54,1,1,1,2,16,1,319172.45,67335.59
R08657,51,1,2,2,2,13,1,77584.75,17852.24
R08658,63,1,2,0,2,16,1,171296.11,9950.5
R08659,35,5,2,0,2,16,1,48454.73,17493.64
R08660,57,5,2,0,2,16,1,100210.52,12089.02
R08661,68,1,2,0,2,16,2,18950.32,25903.61
R08662,29,1,2,1,2,16,1,60820.88,14764
R08663,74,1,1,0,2,16,2,51520.09,10234.03
R08664,34,1,1,1,2,15,4,109453.93,6817.75
R08665,26,5,2,0,2,15,4,58868.34,11514.72
R08666,21,5,2,0,2,13,6,3684.14,6212.03
R08667,52,1,2,0,2,16,1,219289.09,24802.77
R08668,39,1,1,1,2,15,4,71935.37,11692.4
R08669,48,1,2,0,2,15,4,267053.35,48652.22
R08670,51,1,2,2,2,16,2,118543.9,19509.77
R08671,29,1,1,0,2,16,4,121710.29,24631.76
R08672,69,1,1,0,2,16,1,125221.7,25816.93
R08673,34,1,2,2,2,15,1,100047.63,12363.37
R08674,32,1,2,2,2,16,1,32253.6,3454.9
R08675,69,1,1,0,2,16,2,101523.43,31197.26
R08676,33,5,2,0,2,15,1,43229.38,12309.92
R08677,37,3,1,0,2,15,4,60156.97,14264.13
R08678,48,3,2,0,2,16,1,52386.34,6460.47
R08679,25,5,1,0,2,15,4,30252.1,14449.41
R08680,31,5,1,0,2,15,4,78613.31,5918.03
R08681,53,1,2,1,2,13,1,79213.64,8419.47
R08682,46,1,2,2,2,16,1,232542.14,14814.54
R08683,36,1,2,0,2,15,1,100123.92,3238.38
R08684,61,1,1,0,2,15,2,285488.02,8572.68
R08685,51,1,1,2,2,15,1,130631.91,8405.96
R08686,27,5,2,0,2,15,4,30341.02,2112.34
R08687,52,1,2,0,2,16,2,116401.94,6608.65
R08688,27,5,2,0,2,15,1,35016.44,3182.41
R08689,72,1,2,0,2,15,2,23271.69,1910.12
R08690,38,1,2,4,2,15,1,140566.31,9375.52
R08691,44,5,2,1,2,16,1,76904.64,3073.07
R08692,67,1,2,0,2,16,2,127936.94,3781.42
R08693,40,1,1,0,2,16,1,70170.61,2130.51
R08694,36,1,2,2,2,15,1,115818.76,9797.13
R08695,29,5,1,0,2,15,4,16638.65,1295.98
R08696,70,1,1,0,2,16,1,69627.21,3934.43
R08697,41,5,2,1,2,16,4,11477.55,5502.22
R08698,31,1,2,6,2,12,4,21249.4,2481.56
R08699,56,3,2,1,2,12,2,29457.87,8906.93
R08700,67,3,2,0,2,15,1,52334.83,2106.57
R08701,27,1,2,2,2,14,4,34676.81,2425.75
R08702,33,1,1,0,2,16,4,100372.67,12973.63
R08703,48,3,2,1,2,15,1,55295.07,7299.29
R08704,44,3,1,2,2,16,1,138331.96,14054.89
R08705,35,1,1,4,2,15,2,43626.24,6501.67
R08706,63,1,2,0,2,16,2,288307.43,18744.26
R08707,46,3,2,1,2,16,4,90608.53,4833.34
R08708,47,3,1,0,2,14,4,31443.98,3186.71
R08709,37,1,2,0,2,15,1,37882.3,10505.1
R08710,41,3,2,0,2,16,2,23431.58,7855.17
R08711,45,1,1,2,2,16,1,295932.8,19810.05
R08712,35,1,2,1,2,16,1,100439.06,12460.4
R08713,23,5,2,0,2,15,4,73352.94,13178.61
R08714,36,3,2,0,2,16,1,94404.95,17019.33
R08715,24,5,2,0,2,15,4,30149.67,4999.38
R08716,49,1,2,0,2,15,1,107208.16,6854.93
R08717,71,1,1,0,2,16,1,219730.98,7822.5
R08718,28,1,2,2,2,14,4,58071.98,3158.65
R08719,38,5,1,0,2,16,4,60289.91,3122.25
R08720,24,5,1,0,2,16,4,22259.41,6738.68
R08721,27,1,2,2,2,14,4,50310.64,11001.68
R08722,38,5,2,0,2,16,4,70338.72,8798.86
R08723,57,3,2,0,2,15,1,51580.83,13796.27
R08724,64,1,2,0,2,15,1,43945.76,11103.38
R08725,43,1,1,4,2,15,1,115390.36,24710.54
R08726,36,1,1,0,2,15,2,65302.99,8129.81
R08727,47,1,2,2,2,16,1,193768.78,30253.73
R08728,55,2,2,0,2,12,2,53225.96,12106.03
R08729,64,1,1,0,2,14,1,94155.24,11475.65
R08730,43,1,2,2,2,14,4,64629.2,14425.32
R08731,26,5,2,0,2,15,5,4013.24,2696.26
R08732,47,1,2,0,2,14,2,77819.36,28280.67
R08733,60,1,2,0,2,16,1,92498.54,20653.3
R08734,31,3,2,0,2,15,4,53602.03,11600.33
R08735,46,1,2,1,2,14,2,82527.26,9593.89
R08736,60,3,2,0,2,16,1,93542.33,8890.08
R08737,64,4,2,1,2,16,1,112844.91,11768.85
R08738,36,1,2,3,2,15,1,66573.34,6192.5
R08739,32,1,1,0,2,16,4,113049.71,5735.7
R08740,72,3,2,0,2,16,1,98384.28,8537.88
R08741,46,1,1,1,2,16,1,182319.3,22937.51
R08742,47,1,2,0,2,16,2,163699.21,17294.52
R08743,60,3,2,0,2,14,2,32177.23,3735.8
R08744,32,5,2,0,2,15,4,56227.12,9590.65
R08745,39,1,2,1,2,15,4,65961.64,11051.24
R08746,62,1,2,0,2,16,1,233841.98,57001.84
R08747,67,5,1,0,2,15,4,24015.57,3472.13
R08748,61,1,2,0,2,15,1,36527.88,30222.69
R08749,49,1,2,1,2,16,2,155274.56,15025.39
R08750,31,5,2,0,2,16,4,104138.96,10860.72
R08751,20,5,2,0,2,13,4,3239.75,2712.84
R08752,48,3,1,1,2,13,4,21933.91,6434.87
R08753,50,3,2,0,2,16,1,129879.59,30607.82
R08754,45,1,2,1,2,16,1,74232.77,28866.93
R08755,63,1,1,0,2,16,1,130109.05,6751.06
R08756,48,1,1,0,2,16,1,270055.35,5572.87
R08757,45,1,2,3,2,15,2,10450.9,4640.39
R08758,56,3,2,2,2,16,1,29938.89,2636.44
R08759,41,1,2,2,2,15,2,88436.46,3362.99
R08760,59,1,1,1,2,16,2,25426.41,2495.5
R08761,57,3,2,0,2,15,1,48014.41,2146.39
R08762,40,1,1,2,2,16,1,100475.22,6162
R08763,39,1,2,1,2,16,1,193563.74,10076.9
R08764,44,1,2,1,2,14,1,87091.81,5478.56
R08765,52,1,2,2,2,16,1,31046.18,16791.77
R08766,46,3,1,0,1,15,4,105580.13,27722.97
R08767,41,1,2,2,1,16,1,250388.77,36576.75
R08768,53,5,1,0,1,15,4,107598.53,16158.97
R08769,51,1,1,0,1,15,1,181259.55,34526.36
R08770,52,1,1,2,1,15,1,146052.2,17340.54
R08771,36,1,1,1,1,13,4,102139.63,17370.52
R08772,29,5,1,0,1,15,1,87951.41,13738.58
R08773,54,1,1,0,1,12,4,103564.35,8956.43
R08774,20,1,2,1,1,13,4,33508.65,4663.47
R08775,28,1,2,1,1,13,4,62398.58,11534.62
R08776,50,1,1,0,1,15,1,211775.07,16796.05
R08777,51,1,2,0,1,14,1,150134.63,42649.54
R08778,47,1,2,2,1,13,1,226218.24,27079.04
R08779,63,4,1,0,1,15,4,140348.73,14433.86
R08780,63,1,1,0,1,15,2,30166.2,51891.25
R08781,64,3,2,0,1,12,1,49656.54,9111.86
R08782,26,5,1,0,1,15,1,146385.59,20998.17
R08783,57,1,2,0,1,13,1,286262.53,20904.91
R08784,58,1,1,0,1,13,2,87314.34,12935.1
R08785,58,1,1,0,1,14,1,100233.23,18788.73
R08786,49,5,1,0,1,15,2,178206.68,33196.34
R08787,47,1,1,0,1,15,5,30012.03,17037.02
R08788,42,3,2,0,1,12,1,55805.48,8769.49
R08789,47,1,1,4,1,16,2,129476.61,25505.96
R08790,47,1,1,2,1,13,2,108213.74,12479.95
R08791,38,1,2,3,1,14,4,130287.25,30375.51
R08792,28,5,1,1,1,12,1,62165.26,51397.55
R08793,58,1,2,0,1,13,1,35502.04,7925.55
R08794,44,3,1,0,1,15,1,111062.65,10952.68
R08795,54,1,1,0,1,16,1,118481.8,19355.36
R08796,26,1,2,3,1,13,1,102419.46,19242.38
R08797,55,5,2,0,1,15,4,40044.26,9059.37
R08798,48,3,1,0,1,15,1,125307.56,60852.78
R08799,44,1,1,1,1,16,1,439146.72,38359.85
R08800,48,1,1,2,1,15,1,148700.7,24400.26
R08801,46,1,1,1,1,11,1,58519.38,9868.89
R08802,65,1,2,0,1,12,4,47471.21,7766.9
R08803,64,3,2,0,1,15,1,77194.21,18259.35
R08804,35,1,2,1,1,16,1,145212.01,18560.08
R08805,37,1,1,1,1,16,1,313993.79,50300.06
R08806,39,1,2,3,1,15,1,90056.56,18317.66
R08807,49,1,2,2,1,15,4,85300.66,16231.2
R08808,68,5,2,0,1,13,2,33437.44,2944.24
R08809,57,1,1,0,1,16,1,331686.05,48732.47
R08810,55,1,1,0,1,15,1,185766.18,17546.1
R08811,56,3,2,0,1,15,1,42390.22,3430.98
R08812,63,1,1,0,1,13,1,73312.83,6380.32
R08813,38,1,1,2,1,15,1,229353.35,15676.11
R08814,30,1,1,1,1,13,1,58913.36,34765.78
R08815,27,1,2,0,1,14,1,100202.16,5335.67
R08816,38,1,2,2,1,13,1,110057.18,10775.9
R08817,60,1,1,0,1,12,1,134230.63,11437.03
R08818,51,3,2,0,1,12,1,87170.91,5536.56
R08819,63,5,2,0,1,15,4,52353.75,6014.69
R08820,40,1,1,0,1,13,4,103991.15,9084.86
R08821,56,1,2,0,1,15,1,181028.98,11949.26
R08822,44,1,1,1,1,16,4,223979.4,19223.42
R08823,34,3,1,2,1,12,4,31623.4,6702.61
R08824,37,1,1,2,1,15,1,228974.52,11982.76
R08825,25,1,1,0,1,15,4,52033.91,5392.45
R08826,52,5,1,0,1,15,2,40696.5,4029.16
R08827,21,5,2,0,1,13,4,20815.21,3316
R08828,36,1,1,2,1,15,1,195408.98,19612.84
R08829,39,3,2,2,1,12,4,44274.6,7363.84
R08830,31,1,1,0,1,16,1,148310.21,8431.6
R08831,55,1,1,1,1,15,1,120945.21,13539.04
R08832,62,5,2,0,1,14,1,44456.49,5264.01
R08833,69,1,2,0,1,12,2,98080.46,6012.76
R08834,36,1,2,1,1,15,5,80283.17,13967.29
R08835,51,3,1,2,1,15,1,407822.22,28879.72
R08836,27,1,1,0,1,15,4,147769.43,8790.06
R08837,37,1,1,0,1,15,1,202492.15,17721.45
R08838,29,3,2,0,1,14,4,25416.56,4410.39
R08839,62,1,1,1,1,13,2,102522.34,13038.2
R08840,22,5,1,0,1,13,4,18993.71,7858.33
R08841,44,1,2,2,1,15,1,170241.69,23090.98
R08842,31,1,2,0,1,13,1,273903.47,9305.6
R08843,46,1,1,1,1,15,1,451597.15,29705.45
R08844,49,3,2,0,1,12,4,44624.13,7345.76
R08845,56,1,2,0,1,16,1,190751.29,15535.94
R08846,48,3,2,1,1,14,2,11751.84,2539.61
R08847,54,3,1,0,1,13,4,120275.31,10652.17
R08848,60,1,1,1,1,14,2,100155.78,6763.48
R08849,35,1,2,2,1,13,1,68153.18,7359.22
R08850,56,2,2,0,1,15,1,97281.99,16398.93
R08851,55,1,2,0,1,14,1,34346.11,11536.75
R08852,49,1,1,0,1,16,1,61606.06,4076.29
R08853,66,1,1,0,1,13,2,173974.15,6317.14
R08854,42,1,1,0,1,14,1,250809.37,4786.48
R08855,54,5,2,0,1,15,4,113314.24,4748.41
R08856,41,1,1,0,1,14,1,87133.29,5774.7
R08857,50,1,2,0,1,13,2,102399.02,2830.77
R08858,50,1,1,2,1,13,1,115523.46,5271.45
R08859,38,1,1,2,1,16,1,127085.17,4312.93
R08860,60,3,1,0,1,16,1,120058.45,3701.07
R08861,36,1,2,2,1,15,1,121493.51,5893.33
R08862,48,1,1,0,1,14,1,187295.25,5902.16
